667	372	204	74
666	371	207	71
664	371	209	70
663	372	209	68
665	374	209	69
662	375	209	71
661	374	208	69
661	380	209	72
657	378	212	71
652	377	213	70
652	381	213	71
652	379	214	70
647	381	214	70
648	381	214	70
648	381	213	70
647	382	211	71
635	378	215	70
632	379	216	70
620	376	225	68
625	378	224	67
620	379	223	70
612	377	226	71
607	378	231	70
610	378	230	71
607	378	233	70
604	380	235	70
608	381	231	71
607	381	228	71
608	382	227	71
603	384	226	70
606	386	224	70
601	386	220	71
596	386	223	70
593	385	223	70
595	384	220	70
590	383	224	70
591	383	223	70
589	381	223	70
590	379	223	71
589	377	224	71
587	374	222	71
590	372	219	71
589	367	220	72
587	367	218	72
586	365	214	72
588	365	212	72
587	364	212	72
586	366	213	72
585	365	211	73
584	369	211	74
587	371	211	75
582	375	211	76
583	378	211	77
578	382	212	75
578	386	213	74
575	393	211	74
572	395	212	73
567	401	212	74
566	402	212	74
559	406	213	74
560	408	213	74
557	409	211	74
550	410	211	74
552	411	211	73
544	410	211	72
543	411	213	71
535	410	212	70
533	410	214	71
530	406	211	72
523	400	211	73
520	397	210	73
520	393	211	74
517	389	211	74
514	382	210	76
513	378	210	75
507	373	209	78
505	367	210	77
498	361	211	76
496	358	212	76
492	349	213	76
490	346	212	76
487	340	213	76
485	336	216	76
483	336	213	76
486	335	212	76
485	335	212	77
486	335	213	76
474	324	213	76
473	323	212	77
474	323	211	78
472	327	212	80
469	332	213	79
471	338	214	80
463	349	215	81
462	353	216	80
454	364	216	80
457	370	215	79
447	381	215	80
450	388	217	79
440	400	218	79
440	404	217	81
431	413	216	81
427	416	217	80
420	422	214	81
415	423	217	80
407	426	217	81
406	426	217	81
403	427	218	81
396	424	216	81
393	423	221	80
384	420	221	79
381	416	221	78
372	410	220	79
369	406	226	79
364	396	226	80
355	381	227	82
357	382	227	81
352	367	228	82
351	362	230	82
349	354	230	82
348	349	232	84
346	340	233	84
345	339	232	85
346	332	232	84
350	331	231	84
355	326	230	85
355	326	230	86
358	324	231	85
358	324	231	85
360	327	231	85
357	325	233	85
360	328	233	86
362	332	235	86
363	336	233	87
365	341	234	88
369	345	233	88
370	352	236	88
368	367	232	91
370	364	235	89
367	379	233	91
367	381	235	90
369	381	236	89
366	391	234	90
367	395	234	90
366	398	237	88
365	398	239	88
365	398	240	89
363	397	241	90
363	395	240	91
365	392	238	92
366	391	238	92
366	385	241	91
364	383	238	91
369	377	240	92
365	375	241	90
367	377	241	90
366	376	240	90
366	377	243	89
369	360	243	90
370	356	245	88
370	350	250	89
376	347	252	89
375	344	253	91
376	342	257	91
379	340	258	94
371	338	260	93
375	339	265	93
370	339	269	92
375	339	269	93
379	342	266	94
380	345	263	97
383	344	264	96
380	349	263	95
386	354	260	97
382	353	263	94
383	357	261	94
380	359	264	93
377	360	265	91
373	363	268	89
373	365	268	89
370	367	269	90
374	369	269	91
374	372	268	91
371	373	267	91
375	377	264	92
377	380	261	94
374	381	262	94
375	380	262	95
372	379	261	96
371	380	261	97
370	374	260	99
370	370	259	99
369	365	259	99
369	360	259	98
369	357	261	97
366	344	263	98
366	341	261	99
366	332	264	99
363	327	266	99
368	322	267	100
364	319	269	98
363	315	273	98
367	315	275	98
365	314	277	99
369	316	275	101
363	314	279	101
367	323	277	105
366	322	282	105
368	334	281	110
371	333	283	110
367	347	284	113
367	360	285	114
364	364	286	113
364	373	283	114
357	373	288	109
356	380	292	110
343	382	300	107
336	385	301	107
346	386	300	108
337	383	302	108
340	383	299	108
338	380	297	108
340	376	298	107
341	372	298	106
341	369	301	105
339	362	303	105
340	363	305	105
339	362	303	104
339	362	302	105
339	352	302	106
340	346	304	106
341	344	303	106
345	336	305	106
346	329	308	106
347	329	309	106
340	328	311	105
341	321	313	105
341	320	314	107
339	316	317	107
347	315	314	110
344	313	317	109
348	312	317	111
347	314	317	112
349	316	319	113
348	317	318	114
355	323	315	117
353	323	319	115
358	330	316	117
359	334	318	118
359	339	319	119
356	343	321	118
357	343	322	117
355	350	323	117
353	352	324	117
355	359	320	117
348	362	324	118
343	366	328	116
344	368	327	116
342	373	328	119
336	374	331	118
334	378	334	117
326	379	337	115
325	381	343	117
326	380	344	116
328	379	347	117
328	380	347	121
326	376	348	120
326	372	351	121
328	370	349	123
324	363	351	122
327	361	353	125
324	350	355	126
332	348	353	128
325	334	360	126
324	335	362	128
327	322	363	126
326	320	367	126
327	317	368	127
334	309	366	128
334	305	368	128
335	298	368	127
340	293	368	126
346	285	371	125
345	286	368	124
349	284	368	125
349	286	368	125
346	291	370	126
351	288	370	127
349	302	373	129
348	311	374	130
355	317	372	130
348	331	373	129
348	339	375	128
348	351	372	128
346	358	373	129
336	369	377	129
339	369	376	131
339	369	377	132
339	369	377	134
339	368	378	134
323	394	384	131
312	393	393	129
304	399	400	133
307	394	401	133
297	390	406	132
286	391	411	136
286	382	409	138
278	367	416	141
277	366	418	143
279	361	417	145
273	340	422	146
274	328	423	143
275	322	427	140
285	311	427	138
289	304	426	138
292	296	428	138
300	288	426	138
308	281	428	138
311	280	428	138
319	276	428	139
322	274	427	139
326	274	428	142
334	275	426	143
330	279	429	143
329	282	431	144
328	288	434	144
319	295	435	144
321	298	438	145
318	309	434	145
311	315	438	143
298	327	448	141
284	345	447	146
290	342	458	146
282	345	467	146
283	362	472	148
263	364	474	148
255	367	489	147
231	370	510	146
228	371	520	149
215	364	533	150
221	360	528	157
214	353	534	158
214	343	531	159
208	335	529	163
207	329	530	165
211	317	529	162
222	315	533	162
212	309	535	161
195	304	562	156
193	300	552	159
215	294	537	161
219	291	545	159
229	287	542	160
231	288	533	162
238	286	536	164
233	290	534	165
232	294	528	166
238	296	532	167
230	297	529	168
231	303	523	169
234	308	526	170
224	311	531	171
224	312	533	172
211	317	542	170
192	322	556	168
190	321	558	170
186	322	562	170
186	319	566	171
190	321	568	171
185	321	570	174
169	320	575	175
162	320	585	174
157	319	589	175
147	315	604	175
137	313	607	177
134	311	609	180
133	304	618	180
130	301	623	180
121	295	635	178
136	291	628	181
114	287	637	179
114	281	637	182
126	277	644	184
112	275	650	184
119	274	645	187
111	275	648	187
113	276	664	184
105	280	660	187
112	283	667	186
109	287	681	185
104	293	685	187
97	301	688	189
72	300	701	187
72	302	696	190
73	305	692	192
68	308	706	192
42	314	716	192
47	310	722	192
58	317	707	203
30	312	715	201
36	309	707	205
30	305	713	204
19	303	709	206
18	303	716	209
11	288	726	209
4	270	737	208
4	265	744	209
23	257	741	211
8	246	739	214
17	238	739	215
14	233	741	215
10	229	742	215
29	224	745	213
18	219	744	215
20	214	741	218
6	217	745	220
21	217	742	223
9	223	739	226
8	224	740	224
12	243	737	225
5	244	744	223
2	246	739	226
6	258	731	228
7	260	739	226
0	271	729	229
0	276	727	232
7	286	722	240
2	291	722	244
0	298	725	243
28	299	707	248
12	301	703	256
0	295	704	253
7	297	713	253
1	297	721	255
0	289	720	256
4	294	724	255
0	260	733	250
0	242	730	250
0	233	719	250
0	224	722	251
3	217	737	247
0	206	738	250
0	200	734	252
0	192	728	253
2	185	728	255
0	181	727	257
0	175	727	260
6	177	723	262
0	181	728	263
8	178	729	265
