0	392	295	93
0	396	317	87
6	398	335	87
18	401	345	84
65	404	318	83
113	405	292	82
137	406	288	81
163	407	283	81
186	409	280	79
209	410	276	78
229	411	277	78
251	412	274	78
272	413	271	77
291	414	271	78
311	415	269	76
332	417	267	76
352	418	264	76
368	419	264	74
387	420	262	73
406	421	260	74
421	422	260	74
438	423	260	73
454	425	258	73
473	426	255	72
490	426	253	72
504	426	254	73
518	427	254	72
532	428	254	72
549	428	251	72
564	429	250	71
580	430	246	72
595	431	246	71
607	431	246	70
621	431	245	71
632	431	246	72
644	432	247	71
655	432	247	71
667	433	247	71
679	434	247	71
693	434	244	70
704	434	244	71
713	435	245	70
725	434	245	71
736	435	244	71
746	434	244	71
756	435	246	71
768	436	244	70
776	436	245	71
786	437	245	70
796	437	246	71
807	437	244	70
817	437	244	70
825	437	245	70
834	438	245	70
845	438	244	69
856	438	244	70
861	438	248	70
870	439	248	70
881	438	245	70
889	439	248	70
897	439	249	70
907	438	247	72
916	438	249	70
924	439	250	70
932	439	251	70
941	439	252	71
951	439	251	70
962	440	251	70
972	440	250	71
980	439	252	72
990	439	252	71
998	439	254	72
1010	439	251	71
1018	439	254	72
1029	439	254	72
1040	439	252	71
1043	439	258	71
1054	440	258	72
1065	440	257	71
1075	439	257	71
1086	440	256	71
1095	440	259	71
1105	440	258	71
1115	440	259	71
1123	440	262	72
1134	439	262	72
1143	439	264	72
1153	438	265	73
1162	438	266	73
1172	438	268	73
